_year,fips_code,prevalence,n,threshold
2020,06075,0.10382513661202186,366,0.01
2020,12086,0.02185792349726776,366,0.01
2020,12095,0.03278688524590164,366,0.01
2020,13121,0.1284153005464481,366,0.01
2020,17031,0.01639344262295082,366,0.01
2020,25025,0.0,366,0.01
2020,36061,0.00273224043715847,366,0.01
2020,48029,0.02185792349726776,366,0.01
2020,48201,0.03278688524590164,366,0.01
2020,51059,0.00546448087431694,366,0.01
2020,53033,0.03278688524590164,366,0.01
2021,06073,0.00911854103343465,329,0.01
2021,06075,0.12602739726027398,365,0.01
2021,12086,0.019178082191780823,365,0.01
2021,12095,0.043835616438356165,365,0.01
2021,13121,0.057534246575342465,365,0.01
2021,17031,0.00821917808219178,365,0.01
2021,25025,0.0,365,0.01
2021,36061,0.0,365,0.01
2021,48029,0.0410958904109589,365,0.01
2021,48201,0.0273972602739726,365,0.01
2021,51059,0.06575342465753424,365,0.01
2021,53033,0.049315068493150684,365,0.01
2022,06073,0.012269938650306749,326,0.01
2022,06075,0.11506849315068493,365,0.01
2022,12086,0.03287671232876712,365,0.01
2022,12095,0.057534246575342465,365,0.01
2022,13121,0.10684931506849316,365,0.01
2022,17031,0.01643835616438356,365,0.01
2022,25025,0.0027397260273972603,365,0.01
2022,36061,0.0,365,0.01
2022,48029,0.03287671232876712,365,0.01
2022,48201,0.00821917808219178,365,0.01
2022,51059,0.03561643835616438,365,0.01
2022,53033,0.0410958904109589,365,0.01
2023,06073,0.01384083044982699,289,0.01
2023,06075,0.1232876712328767,365,0.01
2023,12086,0.0273972602739726,365,0.01
2023,12095,0.03287671232876712,365,0.01
2023,13121,0.0958904109589041,365,0.01
2023,17031,0.0027397260273972603,365,0.01
2023,25025,0.00821917808219178,365,0.01
2023,36061,0.0,365,0.01
2023,48029,0.03287671232876712,365,0.01
2023,48201,0.021917808219178082,365,0.01
2023,51059,0.049315068493150684,365,0.01
2023,53033,0.03561643835616438,365,0.01
2024,06073,0.01680672268907563,357,0.01
2024,06075,0.09836065573770492,366,0.01
2024,12086,0.01639344262295082,366,0.01
2024,12095,0.05737704918032787,366,0.01
2024,13121,0.1284153005464481,366,0.01
2024,17031,0.01639344262295082,366,0.01
2024,25025,0.00273224043715847,366,0.01
2024,36061,0.0,366,0.01
2024,48029,0.01092896174863388,366,0.01
2024,48201,0.07650273224043716,366,0.01
2024,51059,0.04371584699453552,366,0.01
2024,53033,0.06830601092896176,366,0.01
2019,06073,0.007547169811320755,265,0.02
2019,06075,0.052054794520547946,365,0.02
2019,12086,0.0,365,0.02
2019,12095,0.0136986301369863,365,0.02
2019,13121,0.03287671232876712,365,0.02
2019,17031,0.0,365,0.02
2019,25025,0.0,365,0.02
2019,36061,0.0,365,0.02
2019,48029,0.010958904109589041,365,0.02
2019,48201,0.0027397260273972603,365,0.02
2019,51059,0.0,365,0.02
2019,53033,0.00821917808219178,365,0.02
2020,06073,0.015873015873015872,315,0.02
2020,06075,0.06830601092896176,366,0.02
2020,12086,0.00546448087431694,366,0.02
2020,12095,0.0,366,0.02
2020,13121,0.040983606557377046,366,0.02
2020,17031,0.01092896174863388,366,0.02
2020,25025,0.0,366,0.02
2020,36061,0.00273224043715847,366,0.02
2020,48029,0.01092896174863388,366,0.02
2020,48201,0.01639344262295082,366,0.02
2020,51059,0.0,366,0.02
2020,53033,0.01092896174863388,366,0.02
2021,06073,0.0,329,0.02
2021,06075,0.052054794520547946,365,0.02
2021,12086,0.0027397260273972603,365,0.02
2021,12095,0.0027397260273972603,365,0.02
2021,13121,0.01643835616438356,365,0.02
2021,17031,0.005479452054794521,365,0.02
2021,25025,0.0,365,0.02
2021,36061,0.0,365,0.02
2021,48029,0.021917808219178082,365,0.02
2021,48201,0.0136986301369863,365,0.02
2021,51059,0.030136986301369864,365,0.02
2021,53033,0.021917808219178082,365,0.02
2022,06073,0.006134969325153374,326,0.02
2022,06075,0.04657534246575343,365,0.02
2022,12086,0.00821917808219178,365,0.02
2022,12095,0.024657534246575342,365,0.02
2022,13121,0.019178082191780823,365,0.02
2022,17031,0.005479452054794521,365,0.02
2022,25025,0.0027397260273972603,365,0.02
2022,36061,0.0,365,0.02
2022,48029,0.010958904109589041,365,0.02
2022,48201,0.0027397260273972603,365,0.02
2022,51059,0.0136986301369863,365,0.02
2022,53033,0.024657534246575342,365,0.02
2023,06073,0.0,289,0.02
2023,06075,0.08493150684931507,365,0.02
2023,12086,0.0027397260273972603,365,0.02
2023,12095,0.0,365,0.02
2023,13121,0.03287671232876712,365,0.02
2023,17031,0.0,365,0.02
2023,25025,0.0,365,0.02
2023,36061,0.0,365,0.02
2023,48029,0.010958904109589041,365,0.02
2023,48201,0.010958904109589041,365,0.02
2023,51059,0.01643835616438356,365,0.02
2023,53033,0.0136986301369863,365,0.02
2024,06073,0.011204481792717087,357,0.02
2024,06075,0.04644808743169399,366,0.02
2024,12086,0.00819672131147541,366,0.02
2024,12095,0.01912568306010929,366,0.02
2024,13121,0.03551912568306011,366,0.02
2024,17031,0.01366120218579235,366,0.02
2024,25025,0.0,366,0.02
2024,36061,0.0,366,0.02
2024,48029,0.00546448087431694,366,0.02
2024,48201,0.060109289617486336,366,0.02
2024,51059,0.01092896174863388,366,0.02
2024,53033,0.03551912568306011,366,0.02
2019,06073,0.0,265,0.05
2019,06075,0.00821917808219178,365,0.05
2019,12086,0.0,365,0.05
2019,12095,0.0,365,0.05
2019,13121,0.0027397260273972603,365,0.05
2019,17031,0.0,365,0.05
2019,25025,0.0,365,0.05
2019,36061,0.0,365,0.05
2019,48029,0.0027397260273972603,365,0.05
2019,48201,0.0,365,0.05
2019,51059,0.0,365,0.05
2019,53033,0.0027397260273972603,365,0.05
2020,06073,0.0031746031746031746,315,0.05
2020,06075,0.0,366,0.05
2020,12086,0.0,366,0.05
2020,12095,0.0,366,0.05
2020,13121,0.01366120218579235,366,0.05
2020,17031,0.00819672131147541,366,0.05
2020,25025,0.0,366,0.05
2020,36061,0.00273224043715847,366,0.05
2020,48029,0.0,366,0.05
2020,48201,0.0,366,0.05
2020,51059,0.0,366,0.05
2020,53033,0.00273224043715847,366,0.05
2021,06073,0.0,329,0.05
2021,06075,0.005479452054794521,365,0.05
2021,12086,0.0,365,0.05
2021,12095,0.0,365,0.05
2021,13121,0.0,365,0.05
2021,17031,0.0,365,0.05
2021,25025,0.0,365,0.05
2021,36061,0.0,365,0.05
2021,48029,0.010958904109589041,365,0.05
2021,48201,0.010958904109589041,365,0.05
2021,51059,0.00821917808219178,365,0.05
2021,53033,0.010958904109589041,365,0.05
2022,06073,0.0,326,0.05
2022,06075,0.0,365,0.05
2022,12086,0.0,365,0.05
2022,12095,0.01643835616438356,365,0.05
2022,13121,0.0,365,0.05
2022,17031,0.0,365,0.05
2022,25025,0.0,365,0.05
2022,36061,0.0,365,0.05
2022,48029,0.0,365,0.05
2022,48201,0.0,365,0.05
2022,51059,0.0027397260273972603,365,0.05
2022,53033,0.010958904109589041,365,0.05
2023,06073,0.0,289,0.05
2023,06075,0.01643835616438356,365,0.05
2023,12086,0.0027397260273972603,365,0.05
2023,12095,0.0,365,0.05
2023,13121,0.010958904109589041,365,0.05
2023,17031,0.0,365,0.05
2023,25025,0.0,365,0.05
2023,36061,0.0,365,0.05
2023,48029,0.0,365,0.05
2023,48201,0.0,365,0.05
2023,51059,0.0027397260273972603,365,0.05
2023,53033,0.0,365,0.05
2024,06073,0.0,357,0.05
2024,06075,0.01092896174863388,366,0.05
2024,12086,0.0,366,0.05
2024,12095,0.01639344262295082,366,0.05
2024,13121,0.01366120218579235,366,0.05
2024,17031,0.00546448087431694,366,0.05
2024,25025,0.0,366,0.05
2024,36061,0.0,366,0.05
2024,48029,0.0,366,0.05
2024,48201,0.04644808743169399,366,0.05
2024,51059,0.0,366,0.05
2024,53033,0.01912568306010929,366,0.05
2019,06073,0.0,265,0.1
2019,06075,0.0027397260273972603,365,0.1
2019,12086,0.0,365,0.1
2019,12095,0.0,365,0.1
2019,13121,0.0,365,0.1
2019,17031,0.0,365,0.1
2019,25025,0.0,365,0.1
2019,36061,0.0,365,0.1
2019,48029,0.0,365,0.1
2019,48201,0.0,365,0.1
2019,51059,0.0,365,0.1
2019,53033,0.0,365,0.1
2020,06073,0.0,315,0.1
2020,06075,0.0,366,0.1
2020,12086,0.0,366,0.1
2020,12095,0.0,366,0.1
2020,13121,0.00546448087431694,366,0.1
2020,17031,0.00546448087431694,366,0.1
2020,25025,0.0,366,0.1
2020,36061,0.00273224043715847,366,0.1
2020,48029,0.0,366,0.1
2020,48201,0.0,366,0.1
2020,51059,0.0,366,0.1
2020,53033,0.0,366,0.1
2021,06073,0.0,329,0.1
2021,06075,0.0,365,0.1
2021,12086,0.0,365,0.1
2021,12095,0.0,365,0.1
2021,13121,0.0,365,0.1
2021,17031,0.0,365,0.1
2021,25025,0.0,365,0.1
2021,36061,0.0,365,0.1
2021,48029,0.00821917808219178,365,0.1
2021,48201,0.00821917808219178,365,0.1
2021,51059,0.0027397260273972603,365,0.1
2021,53033,0.005479452054794521,365,0.1
2022,06073,0.0,326,0.1
2022,06075,0.0,365,0.1
2022,12086,0.0,365,0.1
2022,12095,0.0136986301369863,365,0.1
2022,13121,0.0,365,0.1
2022,17031,0.0,365,0.1
2022,25025,0.0,365,0.1
2022,36061,0.0,365,0.1
2022,48029,0.0,365,0.1
2022,48201,0.0,365,0.1
2022,51059,0.0,365,0.1
2022,53033,0.0,365,0.1
2023,06073,0.0,289,0.1
2023,06075,0.005479452054794521,365,0.1
2023,12086,0.0,365,0.1
2023,12095,0.0,365,0.1
2023,13121,0.0027397260273972603,365,0.1
2023,17031,0.0,365,0.1
2023,25025,0.0,365,0.1
2023,36061,0.0,365,0.1
2023,48029,0.0,365,0.1
2023,48201,0.0,365,0.1
2023,51059,0.0,365,0.1
2023,53033,0.0,365,0.1
2024,06073,0.0,357,0.1
2024,06075,0.00273224043715847,366,0.1
2024,12086,0.0,366,0.1
2024,12095,0.00819672131147541,366,0.1
2024,13121,0.0,366,0.1
2024,17031,0.0,366,0.1
2024,25025,0.0,366,0.1
2024,36061,0.0,366,0.1
2024,48029,0.0,366,0.1
2024,48201,0.03551912568306011,366,0.1
2024,51059,0.0,366,0.1
2024,53033,0.01366120218579235,366,0.1
