fips_code,_year,prevalence,n,majority_acc,auroc_baseline,auprc_baseline,threshold
36061,2022,0.005479452054794521,365,0.9945205479452055,0.5,0.005479452054794521,0.001
36061,2023,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.001
36061,2024,0.00273224043715847,366,0.9972677595628415,0.5,0.00273224043715847,0.001
48029,2019,0.3041095890410959,365,0.6958904109589041,0.5,0.3041095890410959,0.001
48029,2020,0.3005464480874317,366,0.6994535519125683,0.5,0.3005464480874317,0.001
48029,2021,0.4,365,0.6,0.5,0.4,0.001
48029,2022,0.34794520547945207,365,0.6520547945205479,0.5,0.34794520547945207,0.001
48029,2023,0.32054794520547947,365,0.6794520547945205,0.5,0.32054794520547947,0.001
48029,2024,0.3469945355191257,366,0.6530054644808743,0.5,0.3469945355191257,0.001
48201,2019,0.589041095890411,365,0.589041095890411,0.5,0.589041095890411,0.001
48201,2020,0.644808743169399,366,0.644808743169399,0.5,0.644808743169399,0.001
48201,2021,0.336986301369863,365,0.6630136986301369,0.5,0.336986301369863,0.001
48201,2022,0.28493150684931506,365,0.715068493150685,0.5,0.28493150684931506,0.001
48201,2023,0.4520547945205479,365,0.547945205479452,0.5,0.4520547945205479,0.001
48201,2024,0.6612021857923497,366,0.6612021857923497,0.5,0.6612021857923497,0.001
51059,2019,0.0,365,1.0,,0.0,0.001
51059,2020,0.06557377049180328,366,0.9344262295081968,0.5,0.06557377049180328,0.001
51059,2021,0.3863013698630137,365,0.6136986301369862,0.5,0.3863013698630137,0.001
51059,2022,0.38904109589041097,365,0.6109589041095891,0.5,0.38904109589041097,0.001
51059,2023,0.3780821917808219,365,0.6219178082191781,0.5,0.3780821917808219,0.001
51059,2024,0.3797814207650273,366,0.6202185792349727,0.5,0.3797814207650273,0.001
53033,2019,0.4191780821917808,365,0.5808219178082192,0.5,0.4191780821917808,0.001
53033,2020,0.40710382513661203,366,0.592896174863388,0.5,0.40710382513661203,0.001
53033,2021,0.46301369863013697,365,0.536986301369863,0.5,0.46301369863013697,0.001
53033,2022,0.46301369863013697,365,0.536986301369863,0.5,0.46301369863013697,0.001
53033,2023,0.44931506849315067,365,0.5506849315068494,0.5,0.44931506849315067,0.001
53033,2024,0.4426229508196721,366,0.5573770491803278,0.5,0.4426229508196721,0.001
06073,2019,0.06037735849056604,265,0.939622641509434,0.5,0.06037735849056604,0.005
06073,2020,0.0761904761904762,315,0.9238095238095239,0.5,0.0761904761904762,0.005
06073,2021,0.04559270516717325,329,0.9544072948328267,0.5,0.04559270516717325,0.005
06073,2022,0.0705521472392638,326,0.9294478527607362,0.5,0.0705521472392638,0.005
06073,2023,0.04498269896193772,289,0.9550173010380623,0.5,0.04498269896193772,0.005
06073,2024,0.036414565826330535,357,0.9635854341736695,0.5,0.036414565826330535,0.005
06075,2019,0.19726027397260273,365,0.8027397260273973,0.5,0.19726027397260273,0.005
06075,2020,0.16666666666666666,366,0.8333333333333334,0.5,0.16666666666666666,0.005
06075,2021,0.20273972602739726,365,0.7972602739726027,0.5,0.20273972602739726,0.005
06075,2022,0.1589041095890411,365,0.8410958904109589,0.5,0.1589041095890411,0.005
06075,2023,0.20273972602739726,365,0.7972602739726027,0.5,0.20273972602739726,0.005
06075,2024,0.19672131147540983,366,0.8032786885245902,0.5,0.19672131147540983,0.005
12086,2019,0.07945205479452055,365,0.9205479452054794,0.5,0.07945205479452055,0.005
12086,2020,0.09016393442622951,366,0.9098360655737705,0.5,0.09016393442622951,0.005
12086,2021,0.09041095890410959,365,0.9095890410958904,0.5,0.09041095890410959,0.005
12086,2022,0.09041095890410959,365,0.9095890410958904,0.5,0.09041095890410959,0.005
12086,2023,0.1095890410958904,365,0.8904109589041096,0.5,0.1095890410958904,0.005
12086,2024,0.08469945355191257,366,0.9153005464480874,0.5,0.08469945355191257,0.005
12095,2019,0.18356164383561643,365,0.8164383561643835,0.5,0.18356164383561643,0.005
12095,2020,0.1994535519125683,366,0.8005464480874317,0.5,0.1994535519125683,0.005
12095,2021,0.21095890410958903,365,0.7890410958904109,0.5,0.21095890410958903,0.005
12095,2022,0.20821917808219179,365,0.7917808219178082,0.5,0.20821917808219179,0.005
12095,2023,0.1643835616438356,365,0.8356164383561644,0.5,0.1643835616438356,0.005
12095,2024,0.14207650273224043,366,0.8579234972677596,0.5,0.14207650273224043,0.005
13121,2019,0.27945205479452057,365,0.7205479452054795,0.5,0.27945205479452057,0.005
13121,2020,0.29508196721311475,366,0.7049180327868853,0.5,0.29508196721311475,0.005
13121,2021,0.2219178082191781,365,0.7780821917808219,0.5,0.2219178082191781,0.005
13121,2022,0.2876712328767123,365,0.7123287671232876,0.5,0.2876712328767123,0.005
13121,2023,0.2547945205479452,365,0.7452054794520548,0.5,0.2547945205479452,0.005
13121,2024,0.27595628415300544,366,0.7240437158469946,0.5,0.27595628415300544,0.005
17031,2019,0.00821917808219178,365,0.9917808219178083,0.5,0.00821917808219178,0.005
17031,2020,0.0273224043715847,366,0.9726775956284153,0.5,0.0273224043715847,0.005
17031,2021,0.03287671232876712,365,0.9671232876712329,0.5,0.03287671232876712,0.005
17031,2022,0.01643835616438356,365,0.9835616438356164,0.5,0.01643835616438356,0.005
17031,2023,0.019178082191780823,365,0.9808219178082191,0.5,0.019178082191780823,0.005
17031,2024,0.02459016393442623,366,0.9754098360655737,0.5,0.02459016393442623,0.005
25025,2019,0.005479452054794521,365,0.9945205479452055,0.5,0.005479452054794521,0.005
25025,2020,0.00546448087431694,366,0.994535519125683,0.5,0.00546448087431694,0.005
25025,2021,0.005479452054794521,365,0.9945205479452055,0.5,0.005479452054794521,0.005
25025,2022,0.019178082191780823,365,0.9808219178082191,0.5,0.019178082191780823,0.005
25025,2023,0.01643835616438356,365,0.9835616438356164,0.5,0.01643835616438356,0.005
25025,2024,0.00819672131147541,366,0.9918032786885246,0.5,0.00819672131147541,0.005
36061,2019,0.0,365,1.0,,0.0,0.005
36061,2020,0.00273224043715847,366,0.9972677595628415,0.5,0.00273224043715847,0.005
36061,2021,0.0,365,1.0,,0.0,0.005
36061,2022,0.0,365,1.0,,0.0,0.005
36061,2023,0.0,365,1.0,,0.0,0.005
36061,2024,0.0,366,1.0,,0.0,0.005
48029,2019,0.06575342465753424,365,0.9342465753424658,0.5,0.06575342465753424,0.005
48029,2020,0.0546448087431694,366,0.9453551912568307,0.5,0.0546448087431694,0.005
48029,2021,0.07945205479452055,365,0.9205479452054794,0.5,0.07945205479452055,0.005
48029,2022,0.06575342465753424,365,0.9342465753424658,0.5,0.06575342465753424,0.005
48029,2023,0.057534246575342465,365,0.9424657534246575,0.5,0.057534246575342465,0.005
48029,2024,0.060109289617486336,366,0.9398907103825137,0.5,0.060109289617486336,0.005
48201,2019,0.07945205479452055,365,0.9205479452054794,0.5,0.07945205479452055,0.005
48201,2020,0.06557377049180328,366,0.9344262295081968,0.5,0.06557377049180328,0.005
48201,2021,0.04657534246575343,365,0.9534246575342465,0.5,0.04657534246575343,0.005
48201,2022,0.0273972602739726,365,0.9726027397260274,0.5,0.0273972602739726,0.005
48201,2023,0.057534246575342465,365,0.9424657534246575,0.5,0.057534246575342465,0.005
48201,2024,0.12295081967213115,366,0.8770491803278688,0.5,0.12295081967213115,0.005
51059,2019,0.0,365,1.0,,0.0,0.005
51059,2020,0.00819672131147541,366,0.9918032786885246,0.5,0.00819672131147541,0.005
51059,2021,0.13424657534246576,365,0.8657534246575342,0.5,0.13424657534246576,0.005
51059,2022,0.1232876712328767,365,0.8767123287671232,0.5,0.1232876712328767,0.005
51059,2023,0.10136986301369863,365,0.8986301369863013,0.5,0.10136986301369863,0.005
51059,2024,0.1284153005464481,366,0.8715846994535519,0.5,0.1284153005464481,0.005
53033,2019,0.10136986301369863,365,0.8986301369863013,0.5,0.10136986301369863,0.005
53033,2020,0.09836065573770492,366,0.9016393442622951,0.5,0.09836065573770492,0.005
53033,2021,0.1232876712328767,365,0.8767123287671232,0.5,0.1232876712328767,0.005
53033,2022,0.10136986301369863,365,0.8986301369863013,0.5,0.10136986301369863,0.005
53033,2023,0.10684931506849316,365,0.8931506849315068,0.5,0.10684931506849316,0.005
53033,2024,0.16666666666666666,366,0.8333333333333334,0.5,0.16666666666666666,0.005
06073,2019,0.022641509433962263,265,0.9773584905660377,0.5,0.022641509433962263,0.01
06073,2020,0.0380952380952381,315,0.9619047619047619,0.5,0.0380952380952381,0.01
06073,2021,0.00911854103343465,329,0.9908814589665653,0.5,0.00911854103343465,0.01
06073,2022,0.012269938650306749,326,0.9877300613496932,0.5,0.012269938650306749,0.01
06073,2023,0.01384083044982699,289,0.986159169550173,0.5,0.01384083044982699,0.01
06073,2024,0.01680672268907563,357,0.9831932773109243,0.5,0.01680672268907563,0.01
06075,2019,0.13424657534246576,365,0.8657534246575342,0.5,0.13424657534246576,0.01
06075,2020,0.10382513661202186,366,0.8961748633879781,0.5,0.10382513661202186,0.01
06075,2021,0.12602739726027398,365,0.873972602739726,0.5,0.12602739726027398,0.01
06075,2022,0.11506849315068493,365,0.8849315068493151,0.5,0.11506849315068493,0.01
06075,2023,0.1232876712328767,365,0.8767123287671232,0.5,0.1232876712328767,0.01
06075,2024,0.09836065573770492,366,0.9016393442622951,0.5,0.09836065573770492,0.01
12086,2019,0.021917808219178082,365,0.9780821917808219,0.5,0.021917808219178082,0.01
12086,2020,0.02185792349726776,366,0.9781420765027322,0.5,0.02185792349726776,0.01
12086,2021,0.019178082191780823,365,0.9808219178082191,0.5,0.019178082191780823,0.01
12086,2022,0.03287671232876712,365,0.9671232876712329,0.5,0.03287671232876712,0.01
12086,2023,0.0273972602739726,365,0.9726027397260274,0.5,0.0273972602739726,0.01
12086,2024,0.01639344262295082,366,0.9836065573770492,0.5,0.01639344262295082,0.01
12095,2019,0.04657534246575343,365,0.9534246575342465,0.5,0.04657534246575343,0.01
12095,2020,0.03278688524590164,366,0.9672131147540983,0.5,0.03278688524590164,0.01
12095,2021,0.043835616438356165,365,0.9561643835616438,0.5,0.043835616438356165,0.01
12095,2022,0.057534246575342465,365,0.9424657534246575,0.5,0.057534246575342465,0.01
12095,2023,0.03287671232876712,365,0.9671232876712329,0.5,0.03287671232876712,0.01
12095,2024,0.05737704918032787,366,0.9426229508196722,0.5,0.05737704918032787,0.01
13121,2019,0.10410958904109589,365,0.8958904109589041,0.5,0.10410958904109589,0.01
13121,2020,0.1284153005464481,366,0.8715846994535519,0.5,0.1284153005464481,0.01
13121,2021,0.057534246575342465,365,0.9424657534246575,0.5,0.057534246575342465,0.01
13121,2022,0.10684931506849316,365,0.8931506849315068,0.5,0.10684931506849316,0.01
13121,2023,0.0958904109589041,365,0.904109589041096,0.5,0.0958904109589041,0.01
13121,2024,0.1284153005464481,366,0.8715846994535519,0.5,0.1284153005464481,0.01
17031,2019,0.0,365,1.0,,0.0,0.01
17031,2020,0.01639344262295082,366,0.9836065573770492,0.5,0.01639344262295082,0.01
17031,2021,0.00821917808219178,365,0.9917808219178083,0.5,0.00821917808219178,0.01
17031,2022,0.01643835616438356,365,0.9835616438356164,0.5,0.01643835616438356,0.01
17031,2023,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.01
17031,2024,0.01639344262295082,366,0.9836065573770492,0.5,0.01639344262295082,0.01
25025,2019,0.0,365,1.0,,0.0,0.01
25025,2020,0.0,366,1.0,,0.0,0.01
25025,2021,0.0,365,1.0,,0.0,0.01
25025,2022,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.01
25025,2023,0.00821917808219178,365,0.9917808219178083,0.5,0.00821917808219178,0.01
25025,2024,0.00273224043715847,366,0.9972677595628415,0.5,0.00273224043715847,0.01
36061,2019,0.0,365,1.0,,0.0,0.01
36061,2020,0.00273224043715847,366,0.9972677595628415,0.5,0.00273224043715847,0.01
36061,2021,0.0,365,1.0,,0.0,0.01
36061,2022,0.0,365,1.0,,0.0,0.01
36061,2023,0.0,365,1.0,,0.0,0.01
36061,2024,0.0,366,1.0,,0.0,0.01
48029,2019,0.019178082191780823,365,0.9808219178082191,0.5,0.019178082191780823,0.01
48029,2020,0.02185792349726776,366,0.9781420765027322,0.5,0.02185792349726776,0.01
48029,2021,0.0410958904109589,365,0.9589041095890412,0.5,0.0410958904109589,0.01
48029,2022,0.03287671232876712,365,0.9671232876712329,0.5,0.03287671232876712,0.01
48029,2023,0.03287671232876712,365,0.9671232876712329,0.5,0.03287671232876712,0.01
48029,2024,0.01092896174863388,366,0.9890710382513661,0.5,0.01092896174863388,0.01
48201,2019,0.019178082191780823,365,0.9808219178082191,0.5,0.019178082191780823,0.01
48201,2020,0.03278688524590164,366,0.9672131147540983,0.5,0.03278688524590164,0.01
48201,2021,0.0273972602739726,365,0.9726027397260274,0.5,0.0273972602739726,0.01
48201,2022,0.00821917808219178,365,0.9917808219178083,0.5,0.00821917808219178,0.01
48201,2023,0.021917808219178082,365,0.9780821917808219,0.5,0.021917808219178082,0.01
48201,2024,0.07650273224043716,366,0.9234972677595629,0.5,0.07650273224043716,0.01
51059,2019,0.0,365,1.0,,0.0,0.01
51059,2020,0.00546448087431694,366,0.994535519125683,0.5,0.00546448087431694,0.01
51059,2021,0.06575342465753424,365,0.9342465753424658,0.5,0.06575342465753424,0.01
51059,2022,0.03561643835616438,365,0.9643835616438357,0.5,0.03561643835616438,0.01
51059,2023,0.049315068493150684,365,0.9506849315068493,0.5,0.049315068493150684,0.01
51059,2024,0.04371584699453552,366,0.9562841530054644,0.5,0.04371584699453552,0.01
53033,2019,0.03287671232876712,365,0.9671232876712329,0.5,0.03287671232876712,0.01
53033,2020,0.03278688524590164,366,0.9672131147540983,0.5,0.03278688524590164,0.01
53033,2021,0.049315068493150684,365,0.9506849315068493,0.5,0.049315068493150684,0.01
53033,2022,0.0410958904109589,365,0.9589041095890412,0.5,0.0410958904109589,0.01
53033,2023,0.03561643835616438,365,0.9643835616438357,0.5,0.03561643835616438,0.01
53033,2024,0.06830601092896176,366,0.9316939890710383,0.5,0.06830601092896176,0.01
06073,2019,0.007547169811320755,265,0.9924528301886792,0.5,0.007547169811320755,0.02
06073,2020,0.015873015873015872,315,0.9841269841269842,0.5,0.015873015873015872,0.02
06073,2021,0.0,329,1.0,,0.0,0.02
06073,2022,0.006134969325153374,326,0.9938650306748467,0.5,0.006134969325153374,0.02
06073,2023,0.0,289,1.0,,0.0,0.02
06073,2024,0.011204481792717087,357,0.988795518207283,0.5,0.011204481792717087,0.02
06075,2019,0.052054794520547946,365,0.947945205479452,0.5,0.052054794520547946,0.02
06075,2020,0.06830601092896176,366,0.9316939890710383,0.5,0.06830601092896176,0.02
06075,2021,0.052054794520547946,365,0.947945205479452,0.5,0.052054794520547946,0.02
06075,2022,0.04657534246575343,365,0.9534246575342465,0.5,0.04657534246575343,0.02
06075,2023,0.08493150684931507,365,0.915068493150685,0.5,0.08493150684931507,0.02
06075,2024,0.04644808743169399,366,0.953551912568306,0.5,0.04644808743169399,0.02
12086,2019,0.0,365,1.0,,0.0,0.02
12086,2020,0.00546448087431694,366,0.994535519125683,0.5,0.00546448087431694,0.02
12086,2021,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.02
12086,2022,0.00821917808219178,365,0.9917808219178083,0.5,0.00821917808219178,0.02
12086,2023,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.02
12086,2024,0.00819672131147541,366,0.9918032786885246,0.5,0.00819672131147541,0.02
12095,2019,0.0136986301369863,365,0.9863013698630136,0.5,0.0136986301369863,0.02
12095,2020,0.0,366,1.0,,0.0,0.02
12095,2021,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.02
12095,2022,0.024657534246575342,365,0.9753424657534246,0.5,0.024657534246575342,0.02
12095,2023,0.0,365,1.0,,0.0,0.02
12095,2024,0.01912568306010929,366,0.9808743169398907,0.5,0.01912568306010929,0.02
13121,2019,0.03287671232876712,365,0.9671232876712329,0.5,0.03287671232876712,0.02
13121,2020,0.040983606557377046,366,0.9590163934426229,0.5,0.040983606557377046,0.02
13121,2021,0.01643835616438356,365,0.9835616438356164,0.5,0.01643835616438356,0.02
13121,2022,0.019178082191780823,365,0.9808219178082191,0.5,0.019178082191780823,0.02
13121,2023,0.03287671232876712,365,0.9671232876712329,0.5,0.03287671232876712,0.02
13121,2024,0.03551912568306011,366,0.9644808743169399,0.5,0.03551912568306011,0.02
17031,2019,0.0,365,1.0,,0.0,0.02
17031,2020,0.01092896174863388,366,0.9890710382513661,0.5,0.01092896174863388,0.02
17031,2021,0.005479452054794521,365,0.9945205479452055,0.5,0.005479452054794521,0.02
17031,2022,0.005479452054794521,365,0.9945205479452055,0.5,0.005479452054794521,0.02
17031,2023,0.0,365,1.0,,0.0,0.02
17031,2024,0.01366120218579235,366,0.9863387978142076,0.5,0.01366120218579235,0.02
25025,2019,0.0,365,1.0,,0.0,0.02
25025,2020,0.0,366,1.0,,0.0,0.02
25025,2021,0.0,365,1.0,,0.0,0.02
25025,2022,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.02
25025,2023,0.0,365,1.0,,0.0,0.02
25025,2024,0.0,366,1.0,,0.0,0.02
36061,2019,0.0,365,1.0,,0.0,0.02
36061,2020,0.00273224043715847,366,0.9972677595628415,0.5,0.00273224043715847,0.02
36061,2021,0.0,365,1.0,,0.0,0.02
36061,2022,0.0,365,1.0,,0.0,0.02
36061,2023,0.0,365,1.0,,0.0,0.02
36061,2024,0.0,366,1.0,,0.0,0.02
48029,2019,0.010958904109589041,365,0.989041095890411,0.5,0.010958904109589041,0.02
48029,2020,0.01092896174863388,366,0.9890710382513661,0.5,0.01092896174863388,0.02
48029,2021,0.021917808219178082,365,0.9780821917808219,0.5,0.021917808219178082,0.02
48029,2022,0.010958904109589041,365,0.989041095890411,0.5,0.010958904109589041,0.02
48029,2023,0.010958904109589041,365,0.989041095890411,0.5,0.010958904109589041,0.02
48029,2024,0.00546448087431694,366,0.994535519125683,0.5,0.00546448087431694,0.02
48201,2019,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.02
48201,2020,0.01639344262295082,366,0.9836065573770492,0.5,0.01639344262295082,0.02
48201,2021,0.0136986301369863,365,0.9863013698630136,0.5,0.0136986301369863,0.02
48201,2022,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.02
48201,2023,0.010958904109589041,365,0.989041095890411,0.5,0.010958904109589041,0.02
48201,2024,0.060109289617486336,366,0.9398907103825137,0.5,0.060109289617486336,0.02
51059,2019,0.0,365,1.0,,0.0,0.02
51059,2020,0.0,366,1.0,,0.0,0.02
51059,2021,0.030136986301369864,365,0.9698630136986301,0.5,0.030136986301369864,0.02
51059,2022,0.0136986301369863,365,0.9863013698630136,0.5,0.0136986301369863,0.02
51059,2023,0.01643835616438356,365,0.9835616438356164,0.5,0.01643835616438356,0.02
51059,2024,0.01092896174863388,366,0.9890710382513661,0.5,0.01092896174863388,0.02
53033,2019,0.00821917808219178,365,0.9917808219178083,0.5,0.00821917808219178,0.02
53033,2020,0.01092896174863388,366,0.9890710382513661,0.5,0.01092896174863388,0.02
53033,2021,0.021917808219178082,365,0.9780821917808219,0.5,0.021917808219178082,0.02
53033,2022,0.024657534246575342,365,0.9753424657534246,0.5,0.024657534246575342,0.02
53033,2023,0.0136986301369863,365,0.9863013698630136,0.5,0.0136986301369863,0.02
53033,2024,0.03551912568306011,366,0.9644808743169399,0.5,0.03551912568306011,0.02
06073,2019,0.0,265,1.0,,0.0,0.05
06073,2020,0.0031746031746031746,315,0.9968253968253968,0.5,0.0031746031746031746,0.05
06073,2021,0.0,329,1.0,,0.0,0.05
06073,2022,0.0,326,1.0,,0.0,0.05
06073,2023,0.0,289,1.0,,0.0,0.05
06073,2024,0.0,357,1.0,,0.0,0.05
06075,2019,0.00821917808219178,365,0.9917808219178083,0.5,0.00821917808219178,0.05
06075,2020,0.0,366,1.0,,0.0,0.05
06075,2021,0.005479452054794521,365,0.9945205479452055,0.5,0.005479452054794521,0.05
06075,2022,0.0,365,1.0,,0.0,0.05
06075,2023,0.01643835616438356,365,0.9835616438356164,0.5,0.01643835616438356,0.05
06075,2024,0.01092896174863388,366,0.9890710382513661,0.5,0.01092896174863388,0.05
12086,2019,0.0,365,1.0,,0.0,0.05
12086,2020,0.0,366,1.0,,0.0,0.05
12086,2021,0.0,365,1.0,,0.0,0.05
12086,2022,0.0,365,1.0,,0.0,0.05
12086,2023,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.05
12086,2024,0.0,366,1.0,,0.0,0.05
12095,2019,0.0,365,1.0,,0.0,0.05
12095,2020,0.0,366,1.0,,0.0,0.05
12095,2021,0.0,365,1.0,,0.0,0.05
12095,2022,0.01643835616438356,365,0.9835616438356164,0.5,0.01643835616438356,0.05
12095,2023,0.0,365,1.0,,0.0,0.05
12095,2024,0.01639344262295082,366,0.9836065573770492,0.5,0.01639344262295082,0.05
13121,2019,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.05
13121,2020,0.01366120218579235,366,0.9863387978142076,0.5,0.01366120218579235,0.05
13121,2021,0.0,365,1.0,,0.0,0.05
13121,2022,0.0,365,1.0,,0.0,0.05
13121,2023,0.010958904109589041,365,0.989041095890411,0.5,0.010958904109589041,0.05
13121,2024,0.01366120218579235,366,0.9863387978142076,0.5,0.01366120218579235,0.05
17031,2019,0.0,365,1.0,,0.0,0.05
17031,2020,0.00819672131147541,366,0.9918032786885246,0.5,0.00819672131147541,0.05
17031,2021,0.0,365,1.0,,0.0,0.05
17031,2022,0.0,365,1.0,,0.0,0.05
17031,2023,0.0,365,1.0,,0.0,0.05
17031,2024,0.00546448087431694,366,0.994535519125683,0.5,0.00546448087431694,0.05
25025,2019,0.0,365,1.0,,0.0,0.05
25025,2020,0.0,366,1.0,,0.0,0.05
25025,2021,0.0,365,1.0,,0.0,0.05
25025,2022,0.0,365,1.0,,0.0,0.05
25025,2023,0.0,365,1.0,,0.0,0.05
25025,2024,0.0,366,1.0,,0.0,0.05
36061,2019,0.0,365,1.0,,0.0,0.05
36061,2020,0.00273224043715847,366,0.9972677595628415,0.5,0.00273224043715847,0.05
36061,2021,0.0,365,1.0,,0.0,0.05
36061,2022,0.0,365,1.0,,0.0,0.05
36061,2023,0.0,365,1.0,,0.0,0.05
36061,2024,0.0,366,1.0,,0.0,0.05
48029,2019,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.05
48029,2020,0.0,366,1.0,,0.0,0.05
48029,2021,0.010958904109589041,365,0.989041095890411,0.5,0.010958904109589041,0.05
48029,2022,0.0,365,1.0,,0.0,0.05
48029,2023,0.0,365,1.0,,0.0,0.05
48029,2024,0.0,366,1.0,,0.0,0.05
48201,2019,0.0,365,1.0,,0.0,0.05
48201,2020,0.0,366,1.0,,0.0,0.05
48201,2021,0.010958904109589041,365,0.989041095890411,0.5,0.010958904109589041,0.05
48201,2022,0.0,365,1.0,,0.0,0.05
48201,2023,0.0,365,1.0,,0.0,0.05
48201,2024,0.04644808743169399,366,0.953551912568306,0.5,0.04644808743169399,0.05
51059,2019,0.0,365,1.0,,0.0,0.05
51059,2020,0.0,366,1.0,,0.0,0.05
51059,2021,0.00821917808219178,365,0.9917808219178083,0.5,0.00821917808219178,0.05
51059,2022,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.05
51059,2023,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.05
51059,2024,0.0,366,1.0,,0.0,0.05
53033,2019,0.0027397260273972603,365,0.9972602739726028,0.5,0.0027397260273972603,0.05
53033,2020,0.00273224043715847,366,0.9972677595628415,0.5,0.00273224043715847,0.05
53033,2021,0.010958904109589041,365,0.989041095890411,0.5,0.010958904109589041,0.05
53033,2022,0.010958904109589041,365,0.989041095890411,0.5,0.010958904109589041,0.05
